,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
19268,shift1007, Polysemy,Nyangumarta,janyja,sun,—,Nyangumarta,janyja,day
19269,shift1007, Polysemy,Nyangumarta,karrpu,sun,—,Nyangumarta,karrpu,day
19270,shift1007, Polysemy,Old Turkic,kün,sun,—,Old Turkic,kün,day
19271,shift1007, Polysemy,Old Uighur,kün,sun,—,Old Uighur,kün,day
19272,shift1007, Derivation,Onondaga,ędekháʔ gáӕhgwaʔ,sun,←,Onondaga,ędeʔ,day
19273,shift1007, Polysemy,Orokaiva,iji,sun,—,Orokaiva,iji,day
19274,shift1007, Polysemy,Paakantyi (Darling language),yuku,sun,—,Paakantyi (Darling language),yuku,day
19275,shift1007, Polysemy,Palaung,"səŋi, s̔ạ-ngī",sun,—,Palaung,"səŋi, s̔ạ-ngī",day
19276,shift1007, Polysemy,Pela (Bolo),pui⁵⁵,sun,—,Pela (Bolo),pui⁵⁵,"day, date(in compounds)"
19277,shift1007, Polysemy,Piapoco,èeri,sun,—,Piapoco,èeri,day
19278,shift1007, Polysemy,Plains Miwok,hˈiː,sun,—,Plains Miwok,hˈiː,day
19279,shift1007, Polysemy,Prai (Phai),ŋiʔ,sun,—,Prai (Phai),ŋiʔ,day
19280,shift1007, Polysemy,Puelche (Gününa Küne),amaxa,sun,—,Puelche (Gününa Küne),amaxa,day
19281,shift1007, Polysemy,Punjabi,deṇh,sun,←,Punjabi,deṇh,day
19282,shift1007, Derivation,Purépecha (Tarascan),jurhiata,sun,—,Purépecha (Tarascan),jurhiakua,day
19283,shift1007, Polysemy,Qiandong Miao (Hmu),n̥ʰɛ1,sun,—,Qiandong Miao (Hmu),n̥ʰɛ1,day
19284,shift1007, Derivation,Rade (Rhade),yaŋ hruê,sun,←,Rade (Rhade),hruê,day
19285,shift1007, Polysemy,Rakahanga-Manihiki,raa,sun,—,Rakahanga-Manihiki,raa,day
19286,shift1007, Polysemy,Rapanui,raʔā,sun,—,Rapanui,raʔā,day
19287,shift1007, Derivation,Rembong,mata lezoq,sun,←,Rembong,lezoq,day
19288,shift1007, Polysemy,Russian–Chinese Pidgin,сонца,sun,→,Russian–Chinese Pidgin,сонца,day
19289,shift1007, Derivation,Sa'ban,atəh siəw,sun,←,Sa'ban,siəw,day
19290,shift1007, Polysemy,Salar,gǖn,sun,—,Salar,gǖn,day
19291,shift1007, Internal cognates,San Dionisio del Mar Huave,neécti,sun,—,San Dionisio del Mar Huave,"nüet, nüty [nɨt′]",day
19292,shift1007, Internal cognates,San Francisco del Mar Huave,nati,sun,—,San Francisco del Mar Huave,náti,day
19293,shift1007, Derivation,San Mateo del Mar Huave,teat nüt,sun,←,San Mateo del Mar Huave,nüt ,day
19294,shift1007, Polysemy,Sanapaná,aknemˀ,sun,—,Sanapaná,aknemˀ,day
19295,shift1007, Derivation,Sangir,mata-ŋ-əllo,sun,←,Sangir,əllo,day
19296,shift1007, Polysemy,Sanskrit,aruṣá,sun,→,Sanskrit,aruṣá,day
19297,shift1007, Polysemy,Sanskrit,bradhnaḥ (ब्रध्नः),sun,—,Sanskrit,bradhnaḥ (ब्रध्नः),day
19298,shift1007, Derivation,Santa María del Mar Huave,"neeki, neeti",sun,—,Santa María del Mar Huave,neic,day
19299,shift1007, Derivation,Santali,siń cando,sun,←,Santali,siń,day
19300,shift1007, Polysemy,Sapuan,taŋaj,sun,—,Sapuan,taŋaj,day
19301,shift1007, Polysemy,Sartang,nimi,sun,—,Sartang,nimi,day
19302,shift1007, Derivation,Sebop,atə-n laŋit,sun,←,Sebop,laŋit,day
19303,shift1007, Polysemy,Sedang,hãi,sun,—,Sedang,hãi,day
19304,shift1007, Polysemy,Selkup,чел ~ челд ~ че́лдэ,sun,→,Selkup,чел ~ челд ~ че́лдэ,day
19305,shift1007, Derivation,Seneca,ëde:ka:’ gä́:hgwa:’,sun,←,Seneca,ëde:ka:’,daytime
19306,shift1007, Polysemy,Seri,zaah,sun,—,Seri,zaah,day
19307,shift1007, Polysemy,Seri,šaːʔ,sun,—,Seri,šaːʔ,day
19308,shift1007, Polysemy,Shan,wan4,sun,—,Shan,wan4,day
19309,shift1007, Polysemy,Sherdukpen,nini,sun,—,Sherdukpen,nini,day
19310,shift1007, Polysemy,Shilluk,ɕaʰŋ,sun,—,Shilluk,ɕaʰŋ,day
19311,shift1007, Polysemy,"Shinasha (Boro,Borna)",aawa,sun,—,"Shinasha (Boro,Borna)",aawa,day
19312,shift1007, Polysemy,Shor,кӱн,sun,—,Shor,кӱн,day
19313,shift1007, Derivation,Shuar,tsawái nantu,sun,←,Shuar,tsawái,day
19314,shift1007, Polysemy,Sierra Puebla Nahuatl (Sierra de Zacapoaxtla),tonal,sun,—,Sierra Puebla Nahuatl (Sierra de Zacapoaxtla),tonal,day
19315,shift1007, Polysemy,Simeulue (Simalur),"balal, falal",sun,—,Simeulue (Simalur),"balal, falal",day
19316,shift1007, Derivation,Simeulue (Simalur),mata-m balal,sun,←,Simeulue (Simalur),balal,day
19317,shift1007, Derivation,Sinhalese,"davasmæṇa (දවස්·මැණ), davasmiṇa (දවස්මිණ)",sun,←,Sinhalese,davas,day
19318,shift1007, Polysemy,Sirionó,tena,sun,—,Sirionó,tena,day
19319,shift1007, Polysemy,Skiri Pawnee,saak-,sun,—,Skiri Pawnee,saak-,day
19320,shift1007, Polysemy,Skolt Sami,pɛivːʲɘ,sun,—,Skolt Sami,pɛivːʲɘ,day
19321,shift1007, Polysemy,So (Uganda),gi,sun,—,So (Uganda),gi,day
19322,shift1007, Polysemy,Soqotri,šam,sun,→,Soqotri,šam,day
19323,shift1007, Polysemy,Soteapanec (Sierra Popoluca),ja̱ma,sun,—,Soteapanec (Sierra Popoluca),ja̱ma,day
19324,shift1007, Derivation,Southeastern Pomo,mcil da,sun,←,Southeastern Pomo,mcil,day
19325,shift1007, Polysemy,Southern Altai,кӱн,sun,—,Southern Altai,кӱн,day
19326,shift1007, Polysemy,Southern Bobo Mandaré,sĩ́,sun,—,Southern Bobo Mandaré,sĩ́,day
19327,shift1007, Polysemy,Southern Sami,piɛjːiɛ,sun,—,Southern Sami,piɛjːiɛ,day
19328,shift1007, Polysemy,Southern Thai,wan.3,sun,—,Southern Thai,wan.3,day
19329,shift1007, Polysemy,Sre,"təŋaːj, töngai",sun,—,Sre,"təŋaːj, töngai",day
19330,shift1007, Polysemy,Suena,waiko,sun,—,Suena,waiko,day
19331,shift1007, Polysemy,Sumerian,"ud, utu",sun,→,Sumerian,"ud, utu",day
19332,shift1007, Polysemy,Sura (Mwaghavul),puus,sun,—,Sura (Mwaghavul),puus,day
19333,shift1007, Polysemy,Surin Khmer (Northern Khmer),thŋâj,sun,—,Surin Khmer (Northern Khmer),thŋâj,day
19334,shift1007, Polysemy,Sursurunga,nas,sun,—,Sursurunga,nas,day
19335,shift1007, Derivation,Taboyan,mate-n olo,sun,←,Taboyan,olo,day
19336,shift1007, Derivation,Tae',mata allo,sun,←,Tae',allo,day
19337,shift1007, Polysemy,Tagalog,araw,sun,—,Tagalog,araw,day
19338,shift1007, Polysemy,Tahitian,rā,sun,—,Tahitian,rā,day
19339,shift1007, Polysemy,Tai Lue,wan2,sun,—,Tai Lue,wan2,day
19340,shift1007, Polysemy,Taigi,хая,sun,—,Taigi,хая,day
19341,shift1007, Polysemy,Takpa (Tawang Monpa),plaŋ,sun,—,Takpa (Tawang Monpa),plaŋ,day
19342,shift1007, Polysemy,Tamil,el,"sun, sunshine, light",—,Tamil,el,"day, daytime, day of 24 hours"
19343,shift1007, Derivation,Tanacross,cèːn sàː,sun,←,Tanacross,cèːn,day
19344,shift1007, Polysemy,Tatar,көн,sun,—,Tatar,көн,day
19345,shift1007, Derivation,Tboli,mata kdaw,sun,←,Tboli,kdaw,day
19346,shift1007, Polysemy,Tehuelche,qe:ngenken,sun,—,Tehuelche,qe:ngenken,day
19347,shift1007, Polysemy,Telugu,poddu,sun,—,Telugu,poddu,day
19348,shift1007, Derivation,Telugu,dinakaruḍu,sun,←,Telugu,dinamu,day
19349,shift1007, Derivation,Tem (Kotokoli),wɩ́sɩ,sun,—,Tem (Kotokoli),wɩ́rɛ,day
19350,shift1007, Derivation,Tennet,íː,sun,→,Tennet,í-tten,day
19351,shift1007, Derivation,Tetum (Tetun),loro mata-n,sun,←,Tetum (Tetun),loro,day
19352,shift1007, Derivation,Thai,taˈwan,(elegant) the sun,←,Thai,wan,day
19353,shift1007, Polysemy,Tibetan,nyi-ma,sun,—,Tibetan,nyi-ma,day
19354,shift1007, Derivation,Timogon-Murut,mato nu orow,sun,←,Timogon-Murut,orow,day
19355,shift1007, Polysemy,Tocharian A,koṃ,sun,→,Tocharian A,koṃ,day
19356,shift1007, Polysemy,Tocharian B,kauṃ,sun,—,Tocharian B,kauṃ,day
19357,shift1007, Polysemy,Tofa,хүн,sun,—,Tofa,хүн,day
19358,shift1007, Derivation,Tolai (Kuanua),mata na keake,sun,←,Tolai (Kuanua),keake,daylight
19359,shift1007, Derivation,Tombonuwo,mato nu runat,sun,←,Tombonuwo,runat,day
19360,shift1007, Polysemy,Tommo So,nǎm,sun,—,Tommo So,nǎm,day
19361,shift1007, Polysemy,Totontepec Mixe,xa̱a̱,sun,—,Totontepec Mixe,xa̱a̱,day
19362,shift1007, Derivation,Toʼabaita (Toqabaqita),maa-na thato,sun,←,Toʼabaita (Toqabaqita),thato,day
19363,shift1007, Polysemy,Trinitario,sače,sun,—,Trinitario,sače,day
19364,shift1007, Polysemy,Tshangla (Monpa Dirang),ŋam,sun,—,Tshangla (Monpa Dirang),ŋam,day
19365,shift1007, Polysemy,Tsudakhar Dargwa,бери,sun,—,Tsudakhar Dargwa,бери,day
19366,shift1007, Polysemy,Tswana,tsàtsí ,sun,—,Tswana,tsàtsí ,day
19367,shift1007, Polysemy,Tuamotu,rā,sun,—,Tuamotu,rā,day
19368,shift1007, Derivation,Tucano,ɨmîkoho muhi-pu͂u,sun,←,Tucano,ɨmîkoho,day
19369,shift1007, Polysemy,Tundra Nenets,яля,sun,→,Tundra Nenets,яля,day
19370,shift1007, Derivation,Tunjung,ue-n-au,sun,←,Tunjung,au,day
19371,shift1007, Polysemy,Turkish,gün,sun,—,Turkish,gün,day
19372,shift1007, Polysemy,Turkmen,gün,sun,—,Turkmen,gün,day
19373,shift1007, Polysemy,"Turrbal (Turubul, Durubul)",bigi,sun,—,"Turrbal (Turubul, Durubul)",bigi,day
19374,shift1007, Polysemy,Tuvan,хүн,sun,—,Tuvan,хүн,day
19375,shift1007, Polysemy,Tver Karelian,päivän'e,sun,←,Tver Karelian,päivän'e,day
19376,shift1007, Polysemy,Uighur,kün,sun,—,Uighur,kün,day
19377,shift1007, Polysemy,"Uldeme (Ouldémé, Wuzlam)",fat,sun,—,"Uldeme (Ouldémé, Wuzlam)",fat,day time
19378,shift1007, Derivation,Ute,tava-chi̱,sun,←,Ute,tavay,day
19379,shift1007, Polysemy,Uzbek,kun,sun,—,Uzbek,kun,day
19380,shift1007, Polysemy,Ventureño,ʼišaw,sun,—,Ventureño,ʼišaw,day
19381,shift1007, Derivation,Veps,päiväine,sun,←,Veps,päiv,day
19382,shift1007, Polysemy,Wanman (Warnman),karrpu,sun,—,Wanman (Warnman),karrpu,day
19383,shift1007, Derivation,Wanman (Warnman),jirrururnpa,sun,←,Wanman (Warnman),jirrurarn,"temporal afternoon, around 3 pm.; daytime."
19384,shift1007, Polysemy,Wantoat,gunzit,sun,—,Wantoat,gunzit,day
19385,shift1007, Polysemy,Waray,ádlaw,sun,—,Waray,ádlaw,day
19386,shift1007, Polysemy,Warlpiri,nguljurrpa,sun,—,Warlpiri,nguljurrpa,day
19387,shift1007, Polysemy,Warlpiri,parra,"sun, sunlight",—,Warlpiri,parra,"day, daylight"
19388,shift1007, Derivation,Wayan (Western Fijian),mata ni siŋa,sun,←,Wayan (Western Fijian),siŋa,day
19389,shift1007, Polysemy,Wayuu (Guajiro),kaʔí,sun,—,Wayuu (Guajiro),kaʔí,day
19390,shift1007, Polysemy,Western Desert language (Wati),nyilpa,sun,—,Western Desert language (Wati),nyilpa,day
19391,shift1007, Polysemy,Western Desert language (Wati),"tjirirrpi, tjirntu",sun,—,Western Desert language (Wati),"tjirirrpi, tjirntu",day
19392,shift1007, Polysemy,Western Pahari,dīh,sun,←,Western Pahari,dīh,day
19393,shift1007, Polysemy,"Western Pantar (Tubbe, Lamma)",was,sun,—,"Western Pantar (Tubbe, Lamma)",was,day
19394,shift1007, Polysemy,Western Shoshoni,tape,sun,—,Western Shoshoni,tape,"day, daytime"
19395,shift1007, Polysemy,Western Yugur,kun,sun,—,Western Yugur,kun,day
19396,shift1007, Polysemy,White Hmong (Hmong Daw),hnub,sun,—,White Hmong (Hmong Daw),hnub,day
19397,shift1007, Polysemy,Wik-Mungkan,kinch,sun,—,Wik-Mungkan,kinch,day
19398,shift1007, Derivation,Wintu,sani sas,sun,←,Wintu,sani,day
19399,shift1007, Polysemy,Xavante,bâdâ,sun,—,Xavante,bâdâ,day
19400,shift1007, Polysemy,Xerénte,btǝ,sun,—,Xerénte,btǝ,day
19401,shift1007, Polysemy,Yahi,tʼui-xi,sun,—,Yahi,tʼui-xi,day
19402,shift1007, Derivation,Yakan,mata ellew,sun,←,Yakan,ellew,day
19403,shift1007, Polysemy,Yakut,күн,sun,—,Yakut,күн,day
19404,shift1007, Derivation,Yao (Iu Mien),ba'g nxi,sun,—,Yao (Iu Mien),nxi,day
19405,shift1007, Polysemy,Yedina (Buduma),aji,rising sun,—,Yedina (Buduma),aji,day
19406,shift1007, Polysemy,Yedina (Buduma),yəraw,sun,—,Yedina (Buduma),yəraw,day
19407,shift1007, Polysemy,Yegha,'iji,sun,—,Yegha,'iji,day
19408,shift1007, Polysemy,Yugambeh (Tweed-Albert Bandjalang),yalgan,sun,—,Yugambeh (Tweed-Albert Bandjalang),yalgan,day
19409,shift1007, Polysemy,Yugambeh (Tweed-Albert Bandjalang),nyanga,sun,—,Yugambeh (Tweed-Albert Bandjalang),nyanga,day
19410,shift1007, Polysemy,Yugambeh (Tweed-Albert Bandjalang),burgu,sun,—,Yugambeh (Tweed-Albert Bandjalang),burgu,day
19411,shift1007, Derivation,Yuwaalayaay,yaay,sun,→,Yuwaalayaay,yaadha,day
19412,shift1007, Derivation,Zhuang-Longzhou (Central Tai),daengngoenz,sun,←,Zhuang-Longzhou (Central Tai),ngoenz,day
19413,shift1007, Polysemy,Zulu,ilanga,sun,—,Zulu,ilanga,day
19414,shift1007, Derivation,Zuni,yadokkya,sun,—,Zuni,yadonne,day
19415,shift1007, Polysemy,ǀ'Auni,ǀɛ̃́ ~ ǀɛn,sun,—,ǀ'Auni,ǀɛ̃́ ~ ǀɛn,day
19416,shift1007, Polysemy,ǀXam,ǀǀxʼõĩŋ,sun,—,ǀXam,ǀǀxʼõĩŋ,day
19417,shift1007, Polysemy,ǀǀNg!ke,ǀǀʼõẽ ~ ǀǀʼõĩ ~ ǀǀʼõĩŋ ~ ǀǀõẽ ~ ǀǀõĩ ~ ǀǀõĩn,sun,—,ǀǀNg!ke,ǀǀʼõẽ ~ ǀǀʼõĩ ~ ǀǀʼõĩŋ ~ ǀǀõẽ ~ ǀǀõĩ ~ ǀǀõĩn,day
19418,shift1007, Polysemy,"ǃKhong (ǃXóõ, Taa )",||'ân,sun,—,"ǃKhong (ǃXóõ, Taa )",||'ân,day
19823,shift1008, Polysemy,Hungarian,nyereg,saddle,—,Hungarian,nyereg,saddle (of mountain)
19824,shift1008, Derivation,Russian,sedlo,saddle,→,Russian,sedlovina,saddle (of mountain)
19825,shift1008, Polysemy,Turkish,semer,saddle,→,Turkish,semer,anticline (geological term)
19829,shift1009, Polysemy,French,bouton,pimple,—,French,bouton,bud
19830,shift1009, Polysemy,Hungarian,pattanás,pimple,—,Hungarian,pattanás,bud
19831,shift1009, Polysemy,Lezgian,t’ur,"bud, knot",—,Lezgian,t’ur,"rash, wart, clour"
19835,shift1010, Polysemy,Czech,céva,vessel,→,Czech,céva,blood vessel
19836,shift1010, Polysemy,Dutch,vat,vessel,→,Dutch,vat,blood vessel
19837,shift1010, Polysemy,English,vessel,"a hollow container, especially one used to hold liquid",→,English,vessel,a duct or canal holding or conveying blood or other fluid
19838,shift1010, Polysemy,French,vaisseau,vessel,→,French,vaisseau,blood vessel
19839,shift1010, Polysemy,German,Gefäß,vessel,→,German,Gefäß,blood vessel
19840,shift1010, Polysemy,Italian,vaso,"vessel; bucket; bowl, vase; pot; bank",→,Italian,vaso,blood vessel
19841,shift1010, Polysemy,Modern Greek,αγγείο,"vessel, pot, urn, vase",→,Modern Greek,αγγείο,blood vessel
19842,shift1010, Polysemy,Portuguese,vaso,vessel,→,Portuguese,vaso,blood vessel
19843,shift1010, Polysemy,Romanian,vas,vessel,→,Romanian,vas,blood vessel
19844,shift1010, Polysemy,Russian,сосуд,vessel,→,Russian,сосуд,blood vessel
19845,shift1010, Polysemy,Spanish,vaso,vessel; glass,→,Spanish,vaso,blood vessel
19857,shift1011, Polysemy,Croatian,tiskati,to press down,→,Croatian,tiskati,to print
19858,shift1011, Polysemy,Danish,trykke,to press down,→,Danish,trykke,to print
19859,shift1011, Polysemy,German,drücken,to press,NA,German,drücken,to print
19860,shift1011, Polysemy,Hungarian,nyom,to press,—,Hungarian,nyom,to print
19861,shift1011, Borrowing,Latin,"premo, -ere",to press,—,English,print,to print
19862,shift1011, Semantic evolution,Latin,"premo, -ere",to press,—,French,imprimer,to print
19863,shift1011, Polysemy,Norwegian,trykke,to press down,→,Norwegian,trykke,to print
19864,shift1011, Polysemy,Swedish,trycka,to press down,→,Swedish,trycka,to print
19873,shift1012, Polysemy,Gagauz,gevşe-,to weaken,NA,Gagauz,gevşe-,to get drunk
19875,shift1013, Polysemy,Gagauz,gez-,to stroll,NA,Gagauz,gez-,"to lech, to sleep around"
19876,shift1013, Polysemy,Russian,гулять (guljat'),"to stroll, to walk",—,Russian,гулять (guljat'),to cheat on
19877,shift1013, Polysemy,Swahili,tembea,"to stroll, to take a walk",→,Swahili,tembea,"to lech, to sleep around"
19881,shift1014, Polysemy,Azerbaijani,gəl-,to come,—,Azerbaijani,gəl-,"to appear, to seem"
19882,shift1014, Polysemy,Gagauz,gel-,"to come, arrive",→,Gagauz,gel-,to have opinion
19883,shift1014, Polysemy,Kumyk,гел-,to come,NA,Kumyk,гел-,to think
19887,shift1015, Polysemy,Aghul,χab,back,NA,Aghul,χab,again
19888,shift1015, Polysemy,Ancient Greek,πάλιν,back,NA,Ancient Greek,πάλιν,again
19889,shift1015, Polysemy,Buriat,"hеергее, hеергэ",backwards,→,Buriat,"hеергее, hеергэ",again
19890,shift1015, Polysemy,Farsi,باز bāz,back,—,Farsi,باز bāz,again
19891,shift1015, Polysemy,Finongan,afini,back,→,Finongan,afini,again
19892,shift1015, Polysemy,Old Norse,aptr,back,NA,Old Norse,aptr,again
19893,shift1015, Polysemy,Tibetan,phyir,back,NA,Tibetan,phyir,again
19894,shift1015, Cognates,Turkish,geri,back,NA,Ottoman Turkish,geri,again
19903,shift1016, Polysemy,Turkish,düšün-,to think,NA,Turkish,düšün-,"to grieve, to sorrow"
19904,shift1016, Polysemy,Yakut,санаа,thought,→,Yakut,санаа,"grief, sorrow; mourning"
